close_time,volume,n_trades,RSI,Will,CCI,ROC,ADX,TRIX,OBV,MFI,BOP,DX,ATR,STOCH_K,STOCH_D,Price_Change_pct,PREV_TARGET,TARGET,marketcap_usd,google_trends,VPT,PVO
2018-01-01,654338.84,20279,62.007303167359474,-57.57575757575759,-52.087675276242734,30.74221348888304,37.30722357289115,4.998029858577002,8108523.440000001,59.33475551461049,-0.108666666666668,21.265841621319417,1.6599880205734934,42.42424242424241,64.7424958061769,-0.0114415405133486,0,1.0,833164194.0,2.5,-589833.4514207036,5.43891254
2018-01-02,1262633.42,33193,64.09834576698584,-59.15467173161859,-8.133754574852636,-5.824508320726174,36.06605926849972,4.381521944728584,9371156.86,53.00543598302389,0.2595240426990504,28.619073442151148,1.5687183033487089,40.845328268381415,59.206545940235,0.0313609467455622,1,1.0,875062958.0,3.7,-578114.2421597276,5.550481383037293
2018-01-03,947392.65,27401,68.58222940067765,-28.494834181752456,72.17115800921069,-7.635186784604542,35.87802969449326,3.966143119489507,10318549.510000002,42.09167252901677,0.4889571570906682,34.74985225045443,1.5166728314417504,71.50516581824755,57.31314016981606,0.0675723743846887,1,0.0,944185622.0,6.2,103626.55567442396,5.671220238419359
2018-01-04,964494.94,28847,65.95530847513925,-22.94648142344786,88.75845196281963,-1.1567567567567494,36.16919640971533,3.585028786729349,9354054.570000002,63.650627726088274,-0.1474899230487354,37.91619670104779,1.4559481412357858,77.05351857655214,57.67304832494018,-0.017304385210662,0,1.0,912314005.0,10.0,47339.18425514252,5.490434930157056
2018-01-05,2764977.04,51841,86.88246448184886,-19.48397406721889,233.33333333333343,70.97389027946816,42.54754184779768,4.444317277212639,12119031.610000003,86.5075798943247,0.7330268335859198,80.81761447629172,2.3696841210592448,80.5160259327811,59.82409964867082,0.6300821018062398,1,1.0,1477011640.0,6.2,1721528.8673170789,16.701282866006046
2018-01-06,3130487.22,70041,93.31375062695064,-6.21793875330328,183.36846386952223,197.5759411168315,49.20073817624255,7.046338086898252,15249518.830000004,100.0,0.8661925146908461,89.11991614691173,3.3026006751936388,93.78206124669671,65.9935369696275,0.5177156365003895,1,0.0,2253538837.0,4.2,3358921.0429512085,21.205239894980178
2018-01-07,1543764.49,46194,71.93302918631726,-31.68354430379747,106.0780045952068,117.98358733880426,54.90347788633815,8.643367740187546,13705754.340000004,81.53130994364291,-0.8689993275342199,89.11991614691175,3.489357721594548,68.31645569620254,67.77754256615769,-0.1772566371681415,0,0.0,1847284395.0,3.2,1347059.681581644,14.76391951751971
2018-01-08,2112065.22,49814,69.17765875901816,-36.12956060821007,48.10576301798453,112.98343195266273,52.7634856387574,9.114742989031877,11593689.120000005,65.98825354494427,-0.1019988297691628,39.92353215327296,3.7477494756524696,63.87043939178993,70.84128499009306,-0.0291517194875253,0,0.0,1808084752.0,3.6,-341443.49862523266,12.050681348680698
2018-01-09,1309277.95,42380,66.21274379661143,-40.43770011803296,47.12760752359359,99.6442914515204,51.6974977659342,8.737399867196483,10284411.170000004,68.08211570838013,-0.1534814672924044,45.30157052899497,3.8089852648449742,59.56229988196704,73.51513807774815,-0.0355321507760531,0,1.0,1724011965.0,3.36,-111312.4034913045,6.236651756667531
2018-01-10,1172651.15,42308,66.49564965724147,-40.557162328380045,4.377720115037015,88.09114359415304,48.1377896943751,7.95962784512696,11457062.320000004,60.824600203355786,0.0341116751269034,26.77954126502058,3.6869873698671207,59.44283767161995,71.79194834251562,0.0057933698101061,1,1.0,1721932671.0,2.72,-36704.24755746615,1.512377965553778
2018-01-11,3542366.83,88612,75.32988472707669,-16.38275628805117,56.03810852163124,131.89762659958438,48.333352614239416,7.539038225787031,14999429.150000004,69.1925011797611,0.3918754432201866,49.50673013342533,4.509974888457532,83.61724371194883,72.72962336185802,0.2115657142857143,1,1.0,2083521897.0,3.12,756250.5280365684,7.372518654387385
2018-01-12,2902338.37,86735,77.21802990616811,-25.868923611111114,135.61438327311143,49.08466972896015,49.35973131582928,7.251468124401295,17901767.520000003,71.89254506537817,0.1805427631578947,55.51800352536842,4.734264190106456,74.13107638888889,71.81748771273055,0.0520182729762773,1,0.0,2209626128.0,3.04,885988.4071407178,7.103954200559592
2018-01-13,1080455.71,44230,76.02504028442544,-27.390625000000004,108.64789926468804,-2.546017699115055,50.23948448862059,6.85820447874832,16821311.810000002,67.71924055042624,-0.0712659565818358,55.51800352536842,4.409340734376963,72.609375,68.79281824891675,-0.0078964319659097,0,0.0,2195576041.0,2.48,128013.29348355257,0.3528775101003845
2018-01-14,1384083.33,42782,65.45527350695978,-41.02343749999999,31.37642059155627,10.003764655265137,46.96769759073585,6.169063487296911,15437228.480000002,68.35598723639464,-0.4038817480719797,27.33697620342741,4.33514920089454,58.97656250000001,67.45854779231638,-0.0713319288814631,0,0.0,2057243582.0,1.3,-107226.06271298518,-3.148346861571845
2018-01-15,2288556.77,66566,58.69870495943318,-50.69791666666666,26.941675029343656,7.459535147329288,44.97201258747936,5.270018360266526,13148671.710000005,82.7428526677192,-0.264236794084887,32.99790256794043,4.318656457909606,49.302083333333336,65.37735406967973,-0.0545109657485357,0,0.0,1937179205.0,1.3,-223392.86323873856,-2.218982387700752
